contig,len,hit_count,have_result,best_hit_def,best_hit_accession,best_hit_bitscore,best_hit_length,best_hit_pident,is_contam
k141_33141,1574,0.0,0.0,,,,,,False
k141_103414,346,49.0,99.42196531791907,"Streptomyces sp. M92 chromosome, complete genome",CP101137,473.769,307.0,94.13680781758956,False
k141_33151,923,50.0,51.78764897074756,"Pelosinus sp. UFO1, complete genome",CP008852,163.589,438.0,68.4931506849315,False
k141_33155,510,50.0,94.31372549019608,Mycobacterium paraintracellulare strain M001,AP024240,864.198,481.0,99.7920997920998,False
k141_93451,3829,50.0,99.08592321755027,"Dietzia psychralcaliphila strain ILA-1 chromosome, complete genome",CP015453,5185.97,3799.0,90.4448539089234,False
k141_93454,380,50.0,91.3157894736842,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,588.283,343.0,97.95918367346938,True
k141_93457,342,50.0,81.57894736842105,"Burkholderia pseudomallei strain MSHR668 chromosome I, complete sequence",CP009545,123.014,117.0,83.76068376068376,True
k141_33163,927,50.0,59.65480043149946,"Sporomusa termitida strain DSM 4440 chromosome, complete genome",CP036259,137.441,473.0,67.01902748414376,False
k141_12323,594,50.0,24.41077441077441,"Enterococcus faecium isolate E4413 genome assembly, chromosome: 1",LR135185,136.539,75.0,100.0,True
k141_93462,385,50.0,18.44155844155844,"Ralstonia solanacearum genome assembly 9 genomes, chromosome : IV",LN899822,71.6177,53.0,90.56603773584904,True
k141_33174,860,50.0,75.46511627906976,"Methylomusa anaerophila DNA, complete genome",AP018449,109.488,505.0,65.14851485148515,False
k141_103433,349,50.0,100.0,"Corynebacterium minutissimum strain NCTC10285 genome assembly, chromosome: 1",LR134339,498.114,307.0,96.4169381107492,True
k141_33177,456,49.0,46.49122807017544,"Occultella kanbiaonis strain HY164 chromosome, complete genome",CP046175,107.685,135.0,77.77777777777777,False
k141_33179,519,22.0,91.90751445086704,"Clostridiales bacterium strain MT110 chromosome, complete genome",CP042469,182.525,455.0,69.67032967032966,False
k141_62848,655,50.0,100.0,"Ralstonia mannitolilytica strain SN82F48 plasmid pRMAN01, complete sequence",CP010801,1104.05,614.0,99.8371335504886,True
k141_33183,785,50.0,10.955414012738853,"Ralstonia solanacearum genome assembly 9 genomes, chromosome : IX",LN899827,82.4379,89.0,82.02247191011236,True
k141_12339,394,50.0,100.0,"Moraxella osloensis DNA, complete genome, strain: KMC41",AP017381,498.114,283.0,98.93992932862191,True
k141_22574,13917,49.0,99.15211611697924,"Dietzia psychralcaliphila strain ILA-1 chromosome, complete genome",CP015453,11820.6,8599.0,90.52215373880684,False
k141_33190,557,50.0,16.337522441651707,"Escherichia coli plasmid pV139-b DNA, contig: V139-b_scaffold_8, strain: V139",LC056366,77.0278,81.0,82.71604938271605,False
k141_12355,327,50.0,80.1223241590214,"Moraxella osloensis strain YV1 chromosome, complete genome",CP047226,460.244,257.0,99.61089494163424,True
k141_93478,648,49.0,100.0,"Cutibacterium acnes KPA171202 chromosome, complete genome",CP025935,973.302,539.0,100.0,False
k141_33198,734,50.0,90.19073569482288,"Pelosinus fermentans JBW45, complete genome",CP010978,335.811,631.0,72.2662440570523,False
k141_103458,393,33.0,77.60814249363868,"Human DNA sequence from clone RP11-393E10 on chromosome 10, complete sequence",AL139405,243.839,142.0,97.88732394366195,False
k141_33202,480,50.0,91.66666666666669,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,754.193,440.0,97.95454545454544,True
k141_103467,924,50.0,100.0,Mycobacterium tuberculosis strain 0B329XDR genome,CP008960,1309.63,733.0,99.59072305593452,False
k141_93484,1983,50.0,98.18456883509832,"Dietzia psychralcaliphila strain ILA-1 chromosome, complete genome",CP015453,2993.98,1952.0,94.05737704918032,False
k141_62857,493,50.0,54.563894523326574,"Tumebacillus avium strain AR23208 chromosome, complete genome",CP021434,169.0,223.0,76.68161434977578,False
k141_93487,418,50.0,83.2535885167464,"Streptomyces sp. BH-MK-02 chromosome, complete genome",CP085173,340.32,350.0,82.28571428571429,False
k141_93492,607,49.0,93.24546952224053,"Ornithinimicrobium sp. HY006 chromosome, complete genome",CP036403,274.497,571.0,72.15411558669001,False
k141_103479,506,45.0,68.57707509881423,"Salmonella enterica subsp. enterica strain LHST_2018 chromosome, complete genome",CP052767,577.463,347.0,96.8299711815562,False
k141_93499,516,50.0,16.085271317829456,Streptococcus pneumoniae D39 chromosome,CP118289,70.716,46.0,93.47826086956522,True
k141_33228,1884,50.0,95.32908704883228,"Sporomusa termitida strain DSM 4440 chromosome, complete genome",CP036259,723.536,1650.0,69.6969696969697,False
k141_113372,854,50.0,95.90163934426228,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,1406.11,819.0,98.04639804639804,True
k141_33232,393,50.0,71.7557251908397,"Sporomusa termitida strain DSM 4440 chromosome, complete genome",CP036259,88.7497,143.0,74.82517482517483,False
k141_93502,459,50.0,100.0,"Stenotrophomonas rhizophila strain GA1 chromosome, complete genome",CP031729,761.406,424.0,99.76415094339625,False
k141_93505,369,50.0,91.3279132791328,"Phycicoccus endophyticus strain JCM 31784 chromosome, complete genome",CP060712,333.106,328.0,82.92682926829268,False
k141_93506,621,50.0,88.24476650563606,Eukaryotic synthetic construct chromosome 20 >gi|1549098600|gb|CP034524.1| Eukaryotic synthetic construct chromosome 20,CP034499,754.193,535.0,91.21495327102804,False
k141_93508,319,49.0,89.0282131661442,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,499.918,284.0,98.943661971831,True
k141_62887,418,50.0,95.69377990430624,"Sporomusa termitida strain DSM 4440 chromosome, complete genome",CP036259,147.359,387.0,69.25064599483204,False
k141_12389,434,50.0,93.5483870967742,"Corynebacterium minutissimum strain NCTC10285 genome assembly, chromosome: 1",LR134339,618.94,407.0,93.85749385749386,True
k141_33243,302,49.0,84.43708609271523,"Uncultured bacterium clone MS10 [NiFe]-hydrogenase large subunit (hydB) gene, partial cds",HM029346,370.977,255.0,92.15686274509804,False
k141_72939,471,44.0,85.56263269639066,"Eilema caniola genome assembly, chromosome: 14",OX421475,379.092,396.0,82.07070707070707,False
k141_12396,551,50.0,47.54990925589836,"Mycobacterium virginiense strain DSM 100883 chromosome, complete genome",CP092430,132.031,187.0,75.93582887700535,False
k141_33247,1341,50.0,65.1006711409396,"Pelosinus sp. UFO1, complete genome",CP008852,393.519,847.0,70.83825265643448,False
k141_2639,11398,50.0,75.5658887524127,"Lautropia mirabilis strain NCTC12852 genome assembly, chromosome: 1",LR134378,3546.71,2421.0,92.15200330441968,False
k141_93518,1040,50.0,96.6346153846154,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,1557.59,1006.0,94.43339960238568,True
k141_83656,1601,50.0,70.83073079325422,"Sporomusa termitida strain DSM 4440 chromosome, complete genome",CP036259,239.331,1030.0,65.72815533980582,False
k141_12399,421,48.0,82.8978622327791,"Mycobacterium simiae JCM 12377 DNA, complete genome",AP022568,603.611,349.0,98.28080229226362,False
k141_103512,1138,50.0,91.12478031634448,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,1719.9,1028.0,97.0817120622568,True
k141_33265,363,50.0,100.0,"Corynebacterium minutissimum strain NCTC10285 genome assembly, chromosome: 1",LR134339,432.291,319.0,89.96865203761756,True
k141_2662,703,50.0,95.44807965860598,"Moraxella osloensis strain MOXF1 chromosome, complete genome",CP040257,1165.36,658.0,99.24012158054713,True
k141_33266,462,49.0,97.4025974025974,"Cutibacterium acnes SZ2 DNA, complete genome",AP022845,755.094,418.0,100.0,False
k141_83679,366,50.0,96.17486338797814,"Ralstonia insidiosa strain FC1138 chromosome 1, complete sequence",CP012605,450.325,314.0,91.71974522292992,True
k141_83683,365,50.0,87.12328767123287,"Janibacter indicus strain YFY001 chromosome, complete genome",CP013290,323.188,300.0,84.33333333333333,False
k141_22615,399,50.0,97.74436090225564,Ralstonia pickettii strain FDAARGOS_1535 chromosome 2,CP084360,560.331,310.0,100.0,True
k141_12426,491,50.0,75.35641547861508,"Mycobacteroides abscessus JCM 30620 DNA, nearly complete genome",AP022621,552.215,308.0,99.67532467532467,False
k141_83694,838,50.0,93.79474940334129,"Moraxella osloensis strain TT16 plasmid p1, complete sequence",CP024186,1347.5,784.0,98.08673469387756,True
k141_12427,2199,49.0,96.81673487949068,"Microbacterium sp. PAMC22086 chromosome, complete genome",CP080380,3718.93,2129.0,98.731798966651,True
k141_103518,313,50.0,92.01277955271566,"Priestia megaterium strain KF18 chromosome, complete genome",CP085442,501.721,280.0,99.64285714285714,False
k141_22622,559,49.0,96.4221824686941,"Mycolicibacterium phocaicum strain RL-HY01 chromosome, complete genome",CP084713,684.763,454.0,93.3920704845815,False
k141_33278,2647,50.0,33.88741972043823,Bacterium BFN5 strain BFN5 chromosome,CP053389,462.047,862.0,72.50580046403712,False
k141_2676,709,50.0,89.28067700987306,Streptococcus anginosus strain 47S1 chromosome,CP088916,1124.79,633.0,99.36808846761454,True
k141_12436,331,50.0,100.0,"Rhodococcus sp. NJ-530 plasmid unnamed1, complete sequence",CP034153,361.96,200.0,100.0,False
k141_33279,1909,50.0,94.02828706128864,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,3095.87,1791.0,98.3249581239531,True
k141_2681,565,50.0,91.15044247787613,"Escherichia coli SME98 DNA, complete genome",AP027446,930.021,515.0,100.0,False
k141_113393,1016,50.0,97.34251968503936,"Mycobacterium paraintracellulare JCM 30622 DNA, complete genome",AP022597,1766.78,989.0,99.59555106167846,False
k141_93535,1386,49.0,91.63059163059162,"Pseudomonas aeruginosa strain 1811-18R001 chromosome, complete genome",CP046060,1234.79,904.0,90.26548672566372,True
k141_33284,1091,50.0,28.964252978918424,"Microbacterium paraoxydans strain 70447 chromosome, complete genome",CP064873,131.129,237.0,72.15189873417721,False
k141_33287,312,50.0,87.5,Ralstonia pickettii strain FDAARGOS_1535 chromosome 2,CP084360,493.606,273.0,100.0,True
k141_62911,461,48.0,79.39262472885032,"Actinoplanes sp. L3-i22 DNA, complete genome",AP024745,267.283,356.0,77.24719101123596,False
k141_12446,403,44.0,31.017369727047143,"Enterococcus faecium isolate E4413 genome assembly, chromosome: 1",LR135185,123.915,68.0,100.0,True
k141_93537,1426,50.0,99.29873772791024,"Mycobacterium intracellulare strain S1-32 chromosome, complete genome",CP076380,2490.84,1383.0,99.92769342010124,False
k141_33289,1182,50.0,93.90862944162436,"Pelosinus sp. UFO1, complete genome",CP008852,427.783,1086.0,68.96869244935543,False
k141_93540,1084,49.0,95.84870848708488,"Streptomyces ferrugineus strain CCTCC AA2014009 chromosome, complete genome",CP063373,439.505,983.0,70.90539165818922,False
k141_113407,365,50.0,76.98630136986301,"Staphylococcus hominis strain IVB6247 chromosome, complete genome",CP094724,493.606,278.0,99.28057553956836,True
k141_52834,707,50.0,94.90806223479493,"Pseudomonas oryzihabitans strain USDA-ARS-USMARC-56511 chromosome, complete genome",CP013987,887.642,669.0,89.38714499252616,True
k141_93544,330,24.0,94.24242424242424,"Olsenella uli DSM 7084, complete genome",CP002106,503.525,286.0,98.95104895104896,False
k141_33301,307,49.0,100.0,"Cutibacterium acnes SZ2 DNA, complete genome",AP022845,508.033,281.0,100.0,False
k141_93545,714,49.0,99.71988795518207,"Cutibacterium acnes subsp. acnes strain CCSM0331 chromosome, complete genome",CP114143,1086.01,619.0,98.8691437802908,False
k141_93548,467,50.0,90.57815845824412,"Mycobacterium simiae JCM 12377 DNA, complete genome",AP022568,737.061,423.0,98.58156028368796,False
k141_93552,431,50.0,81.67053364269141,"Mycobacterium simiae JCM 12377 DNA, complete genome",AP022568,586.479,352.0,96.875,False
k141_93555,309,50.0,90.61488673139158,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,484.589,278.0,98.56115107913668,True
k141_2700,5034,50.0,98.51013110846246,"Lautropia mirabilis strain NCTC12852 genome assembly, chromosome: 1",LR134378,7803.56,4959.0,94.8981649526114,False
k141_93559,305,50.0,91.14754098360656,"Stutzerimonas stutzeri strain NRCB010 chromosome, complete genome",CP098731,498.114,278.0,99.64028776978417,False
k141_93563,352,50.0,69.0340909090909,"Homo sapiens BicC family RNA binding protein 1 (BICC1), RefSeqGene (LRG_853) on chromosome 10",NG_029759,419.668,242.0,98.34710743801652,False
k141_93564,397,50.0,57.17884130982368,"Brachybacterium ginsengisoli strain DCY80 chromosome, complete genome",CP023564,179.82,175.0,82.85714285714286,False
k141_2705,528,50.0,92.04545454545456,"Moraxella osloensis strain MOXF1 chromosome, complete genome",CP040257,767.718,465.0,96.34408602150538,True
k141_2708,705,50.0,85.81560283687944,"Staphylococcus aureus strain 28-G-I chromosome, complete genome",CP102955,1047.24,605.0,98.34710743801652,True
k141_2712,499,50.0,89.77955911823648,"Staphylococcus pasteuri strain JS7 chromosome, complete genome",CP017463,762.308,422.0,100.0,True
k141_33329,4932,50.0,12.976480129764802,"Pelosinus fermentans JBW45, complete genome",CP010978,225.806,641.0,68.01872074882995,False
k141_33330,353,50.0,77.33711048158641,"Rhodococcus erythropolis strain X5 chromosome, complete genome",CP044284,489.098,273.0,99.63369963369964,False
k141_2715,368,50.0,79.6195652173913,Ralstonia pickettii strain FDAARGOS_1535 chromosome 2,CP084360,529.673,293.0,100.0,True
k141_12449,24803,0.0,0.0,,,,,,False
k141_52875,303,50.0,84.81848184818482,Mycobacterium intracellulare subsp. yongonense strain Asan 36527 chromosome,CP015965,455.735,257.0,99.22178988326849,False
k141_2718,1034,50.0,100.0,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,1775.8,999.0,99.3993993993994,True
k141_12454,673,49.0,13.521545319465082,Streptococcus pneumoniae D39 chromosome,CP118289,146.457,88.0,96.5909090909091,True
k141_2721,304,49.0,75.32894736842105,"Ralstonia pickettii strain FDAARGOS_1535 chromosome 1, complete sequence",CP084359,414.258,229.0,100.0,True
k141_12458,312,49.0,68.58974358974359,"Cutibacterium acnes SZ2 DNA, complete genome",AP022845,373.682,214.0,98.59813084112147,False
k141_12462,332,50.0,77.71084337349397,"Mycobacterium paraintracellulare JCM 30622 DNA, complete genome",AP022597,462.047,258.0,99.6124031007752,False
k141_52882,493,49.0,100.0,"Moraxella osloensis strain MOXF1 chromosome, complete genome",CP040257,745.176,435.0,97.93103448275862,True
k141_83749,574,50.0,94.25087108013938,Bacterium BFN5 strain BFN5 chromosome,CP053389,390.814,536.0,76.11940298507463,False
k141_22664,12164,47.0,99.37520552449853,"Salmonella enterica subsp. enterica serovar Typhi strain CMCST_CEPR_1 chromosome, complete genome",CP053702,21800.4,12088.0,100.0,False
k141_12467,536,50.0,55.59701492537314,"Microbacterium sp. WY121 chromosome, complete genome",CP063813,206.87,124.0,96.7741935483871,True
k141_73035,5901,50.0,97.9495000847314,"Moraxella osloensis strain MOXF1 chromosome, complete genome",CP040257,9650.21,5778.0,97.0404984423676,True
k141_12468,467,50.0,99.78586723768736,"Rhodococcus qingshengii strain RL1 chromosome, complete genome",CP042917,707.305,394.0,99.74619289340102,False
k141_52886,729,50.0,94.65020576131688,"Moraxella osloensis strain KSH chromosome, complete genome",CP024180,1120.28,690.0,96.08695652173913,True
k141_33337,1037,50.0,8.96817743490839,"Ralstonia solanacearum genome assembly 9 genomes, chromosome : IX",LN899827,76.1261,83.0,81.92771084337349,True
k141_2729,699,50.0,89.12732474964234,"Moraxella osloensis strain KSH chromosome, complete genome",CP024180,1102.24,623.0,99.19743178170144,True
k141_2730,390,0.0,0.0,,,,,,False
k141_93578,308,50.0,89.28571428571429,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,488.196,275.0,99.27272727272728,True
k141_33346,1907,49.0,71.9979024646041,Bacterium BFN5 strain BFN5 chromosome,CP053389,712.715,1097.0,74.7493163172288,False
k141_2737,332,47.0,49.09638554216868,"Ralstonia solanacearum genome assembly 9 genomes, chromosome : IV",LN899822,70.716,48.0,93.75,True
k141_33350,807,50.0,91.57372986369268,"Staphylococcus hominis strain FDAARGOS_661 plasmid unnamed3, complete sequence",CP054552,1320.45,739.0,99.59404600811908,True
k141_2744,1000,50.0,92.4,"Moraxella osloensis strain TT16 chromosome, complete genome",CP024185,1527.84,924.0,96.64502164502164,True
k141_62941,330,50.0,92.42424242424242,"Escherichia coli strain BY63 chromosome, complete genome",CP090570,551.314,305.0,100.0,False
k141_22691,318,50.0,100.0,"Rhodococcus qingshengii strain RL1 chromosome, complete genome",CP042917,483.687,270.0,99.62962962962963,False
k141_33352,574,50.0,87.8048780487805,"Staphylococcus pasteuri strain JS7 chromosome, complete genome",CP017463,847.968,472.0,99.78813559322032,True
k141_2753,516,50.0,37.4031007751938,"Ralstonia solanacearum genome assembly 9 genomes, chromosome : III",LN899821,130.227,79.0,96.20253164556962,True
k141_113440,452,50.0,100.0,"Corynebacterium minutissimum strain FDAARGOS_1196 chromosome, complete genome",CP069533,674.845,411.0,96.35036496350364,True
k141_2760,412,50.0,95.873786407767,"Allobranchiibius sp. GilTou73 chromosome, complete genome",CP090051,269.087,305.0,80.65573770491804,False
k141_22699,2567,45.0,97.03934553954032,"Salmonella enterica subsp. enterica serovar Typhi strain CMCST_CEPR_1 chromosome, complete genome",CP053702,4488.97,2491.0,99.959855479727,False
k141_2763,303,50.0,62.70627062706271,"Homo sapiens kinesin family binding protein (KIFBP), RefSeqGene on chromosome 10",NG_017061,324.991,182.0,99.45054945054945,False
k141_12476,1534,50.0,93.08996088657103,"Microbacterium oxydans strain VIU2A chromosome, complete genome",CP031338,2481.82,1428.0,98.52941176470588,True
k141_12477,466,49.0,84.54935622317596,"Microbacterium oxydans strain VIU2A chromosome, complete genome",CP031338,702.797,394.0,99.49238578680205,True
k141_2772,536,0.0,0.0,,,,,,False
k141_2776,323,50.0,81.11455108359134,"Homo sapiens BAC clone RP11-489P20 from 4, complete sequence",AC109352,435.898,246.0,99.1869918699187,False
k141_12481,479,0.0,0.0,,,,,,False
k141_12486,489,50.0,86.50306748466258,"Ralstonia pickettii strain FDAARGOS_1535 chromosome 1, complete sequence",CP084359,663.123,424.0,94.811320754717,True
k141_22721,577,50.0,100.0,"Pseudomonas oryzihabitans strain FDAARGOS_657 chromosome, complete genome",CP044074,801.982,469.0,97.86780383795308,True
k141_33359,836,50.0,93.30143540669856,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,1371.85,777.0,99.22779922779922,True
k141_73091,311,50.0,25.723472668810288,"Enterococcus faecium isolate E4413 genome assembly, chromosome: 1",LR135185,98.6682,54.0,100.0,True
k141_33361,1536,50.0,96.09375,"Moraxella osloensis DNA, complete genome, strain: KMC41",AP017381,2516.99,1477.0,97.8334461746784,True
k141_33364,666,0.0,0.0,,,,,,False
k141_12495,902,50.0,100.0,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,1460.21,829.0,99.03498190591074,True
k141_33366,675,50.0,91.11111111111111,"Moraxella osloensis strain YV1 chromosome, complete genome",CP047226,570.249,338.0,97.33727810650888,True
k141_33369,361,50.0,81.16343490304709,"Moraxella osloensis strain TT16 chromosome, complete genome",CP024185,463.85,289.0,95.50173010380622,True
k141_12500,316,49.0,87.34177215189874,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,427.783,244.0,98.77049180327867,True
k141_93600,596,50.0,65.93959731543625,"Arsenicicoccus sp. oral taxon 190, complete genome",CP012070,233.019,197.0,86.29441624365482,False
k141_12504,498,50.0,100.0,Pseudomonas oryzihabitans strain MS8 genome,CP022198,737.061,428.0,98.13084112149532,True
k141_93606,450,50.0,84.88888888888889,"Staphylococcus aureus strain ATCC 14458 chromosome, complete genome",CP117242,690.173,382.0,100.0,True
k141_12511,518,0.0,0.0,,,,,,False
k141_22759,4581,45.0,98.40646147129448,"Salmonella enterica subsp. enterica serovar Typhi strain CMCST_CEPR_1 chromosome, complete genome",CP053702,8121.86,4508.0,99.95563442768412,False
k141_12519,590,50.0,87.62711864406779,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,780.342,497.0,94.76861167002012,True
k141_93618,2145,50.0,98.92773892773891,"Microbacterium oxydans strain VIU2A chromosome, complete genome",CP031338,3566.55,2122.0,97.26672950047126,True
k141_33384,2810,50.0,100.0,"Moraxella osloensis strain TT16 chromosome, complete genome",CP024185,4471.84,2759.0,95.86806814063068,True
k141_103523,736,50.0,95.3804347826087,"Ralstonia pickettii strain FDAARGOS_1535 chromosome 1, complete sequence",CP084359,1267.25,702.0,100.0,True
k141_12530,1132,50.0,93.9929328621908,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,1825.39,1059.0,98.20585457979226,True
k141_103528,397,49.0,91.43576826196474,"Cutibacterium acnes DSM 1897 chromosome, complete genome",CP025934,637.875,363.0,98.89807162534436,False
k141_33392,1068,50.0,93.25842696629212,"Acinetobacter sp. LUNF3 chromosome, complete genome",CP093968,1707.27,996.0,97.99196787148594,True
k141_33394,334,50.0,100.0,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,481.884,274.0,98.9051094890511,True
k141_103533,405,49.0,95.80246913580248,"Human DNA sequence from clone RP11-466F5 on chromosome 1, complete sequence",AL451074,435.898,380.0,85.78947368421052,False
k141_52921,400,50.0,84.0,"Roseomonas mucosa strain FDAARGOS_658 chromosome 1, complete sequence",CP044114,602.71,336.0,99.70238095238096,False
k141_52924,777,50.0,64.86486486486487,"Gephyromycinifex aptenodytis strain NJES-13 chromosome, complete genome",CP051155,230.314,272.0,78.67647058823529,False
k141_52928,341,50.0,77.71260997067449,"Aeromicrobium chenweiae strain 592 chromosome, complete genome",CP026952,293.432,268.0,84.32835820895522,False
k141_52931,308,50.0,87.01298701298701,"Kutzneria sp. CA-103260 chromosome, complete genome",CP073318,201.46,269.0,76.95167286245353,False
k141_93636,471,4.0,31.634819532908704,"Granulibacter bethesdensis CGDNIH4 chromosome, complete genome",CP003182,49.0756,49.0,81.63265306122449,False
k141_103540,567,50.0,94.00352733686069,"Micrococcus luteus strain V017 chromosome, complete genome",CP058971,824.524,536.0,94.40298507462688,False
k141_103543,566,49.0,94.52296819787986,"Pseudomonas monteilii strain B5 plasmid pSH5-1, complete sequence",CP022563,958.875,531.0,100.0,True
k141_103547,357,50.0,87.11484593837535,"Pseudonocardia broussonetiae strain Gen 01 chromosome, complete genome",CP053564,100.472,199.0,71.85929648241206,False
k141_52934,3391,50.0,98.26010026540844,"Moraxella osloensis DNA, complete genome, strain: KMC41",AP017381,5390.65,3332.0,95.88835534213686,True
k141_52935,620,49.0,55.80645161290322,"Cellulosimicrobium cellulans strain ORNL-0100 chromosome, complete genome",CP072387,137.441,171.0,78.3625730994152,False
k141_12542,1213,50.0,94.14674361088213,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,2015.65,1142.0,99.12434325744309,True
k141_2803,715,50.0,94.26573426573428,"Microbacterium foliorum strain M2 chromosome, complete genome",CP041040,1188.8,671.0,99.2548435171386,True
k141_103554,339,50.0,90.85545722713864,"Pseudomonas sp. JBR1 chromosome, complete genome",CP116340,497.213,305.0,96.0655737704918,True
k141_52939,416,50.0,98.3173076923077,"Nocardioides dokdonensis FR1436 chromosome, complete genome",CP015079,245.643,334.0,77.54491017964072,False
k141_52941,672,49.0,93.1547619047619,"Cutibacterium acnes DSM 1897 chromosome, complete genome",CP025934,1125.69,626.0,99.84025559105432,False
k141_113484,379,50.0,89.1820580474934,"Corynebacterium aurimucosum strain FDAARGOS_1110 chromosome, complete genome",CP068165,299.744,338.0,79.58579881656804,False
k141_2804,2366,50.0,96.74556213017752,"Priestia megaterium strain P-NA14 chromosome, complete genome",CP109761,3822.62,2289.0,97.02927042376584,False
k141_103561,524,49.0,93.3206106870229,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,854.28,488.0,98.77049180327867,True
k141_22806,876,49.0,96.68949771689498,"Mycobacterium sp. MOTT36Y, complete genome",CP003491,1524.23,847.0,99.8819362455726,False
k141_2806,386,25.0,100.0,"Paenibacillus dendritiformis isolate ena-SAMPLE-TAB-03-06-2022-11:19:07:959-6672 genome assembly, chromosome: 1",OX216966,404.339,321.0,88.47352024922118,False
k141_22810,309,50.0,100.0,"Corynebacterium minutissimum strain FDAARGOS_1196 chromosome, complete genome",CP069533,411.553,260.0,95.0,True
k141_103566,423,49.0,91.96217494089836,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,698.288,389.0,99.74293059125964,True
k141_2812,484,30.0,100.0,"Paenibacillus dendritiformis isolate ena-SAMPLE-TAB-03-06-2022-11:19:07:959-6672 genome assembly, chromosome: 1",OX216966,731.651,410.0,99.51219512195122,False
k141_22813,378,50.0,88.35978835978835,"Corynebacterium sp. FDAARGOS 1242 strain FDAARGOS_1242 chromosome, complete genome",CP069568,572.053,334.0,97.90419161676648,True
k141_113493,559,50.0,92.4865831842576,"Janibacter melonis strain M714 chromosome, complete genome",CP044548,297.94,445.0,75.50561797752809,False
k141_22814,578,50.0,93.77162629757784,"Mycolicibacterium phocaicum JCM 15301 DNA, nearly complete genome",AP022616,978.712,542.0,100.0,False
k141_12558,1357,50.0,94.69417833456151,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,2226.64,1286.0,98.4447900466563,True
k141_22818,542,50.0,91.8819188191882,"Corynebacterium sp. FDAARGOS 1242 strain FDAARGOS_1242 chromosome, complete genome",CP069568,691.977,498.0,90.76305220883536,True
k141_42785,1383,50.0,91.97396963123644,"Moraxella osloensis strain YV1 chromosome, complete genome",CP047226,2066.14,1299.0,94.9961508852964,True
k141_103577,942,50.0,96.81528662420382,"Microbacterium foliorum strain M2 chromosome, complete genome",CP041040,1629.73,908.0,99.77973568281938,True
k141_83810,477,50.0,100.0,"Mycolicibacterium phocaicum strain RL-HY01 chromosome, complete genome",CP084713,318.679,196.0,95.91836734693878,False
k141_2822,734,50.0,89.78201634877384,"Priestia megaterium strain 207 chromosome, complete genome",CP109859,1158.15,659.0,98.93778452200304,False
k141_113500,1240,50.0,96.12903225806453,"Thermanaerosceptrum fracticalcis strain DRI-13 chromosome, complete genome",CP045798,732.552,1171.0,74.12467976088813,False
k141_22826,940,49.0,95.2127659574468,"Cutibacterium acnes SZ2 DNA, complete genome",AP022845,1601.78,895.0,99.66480446927376,False
k141_103582,1046,50.0,93.49904397705544,"Moraxella osloensis strain KSH chromosome, complete genome",CP024180,1436.77,1008.0,91.17063492063492,True
k141_12564,791,50.0,100.0,"Rhodococcus qingshengii strain RL1 chromosome, complete genome",CP042917,1291.6,718.0,99.86072423398328,False
k141_42792,519,49.0,93.44894026974951,"Cutibacterium acnes KPA171202 chromosome, complete genome",CP025935,875.92,485.0,100.0,False
k141_103586,867,50.0,95.27104959630913,"MAG TPA_asm: Caudoviricetes sp. isolate ct6P11, partial genome",BK048369,385.404,800.0,71.25,False
k141_12569,429,47.0,63.63636363636363,"Cupriavidus cauae strain PHS1 chromosome 1, complete sequence",CP080293,126.62,172.0,76.16279069767442,False
k141_22831,679,50.0,93.519882179676,"Corynebacterium sp. FDAARGOS 1242 strain FDAARGOS_1242 chromosome, complete genome",CP069568,970.597,635.0,93.85826771653544,True
k141_2827,503,50.0,86.48111332007953,"Homo sapiens BAC clone CTA-276O3 from 7, complete sequence",AC004668,644.187,371.0,98.6522911051213,False
k141_83826,673,50.0,93.7592867756315,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,1042.73,630.0,96.66666666666669,True
k141_73125,438,50.0,90.8675799086758,"Mycobacterium intracellulare subsp. chimaera strain SJ42 chromosome, complete genome",CP022223,662.221,389.0,97.68637532133675,False
k141_83832,362,48.0,87.84530386740332,"Escherichia coli EC20-C72-1 DNA, complete genome",AP026961,557.626,318.0,99.05660377358492,False
